ID,Nombre_proyecto,Tipo,Año,Ubicacion_depto,Ubicacion_municipio,Ubicacion_vereda,Clima_TdR,Subtipo_Koppen,Sistema_constructivo,Subsistemas,E1_bioclimatica,E2_energia,E3_agua,E4_materiales,Estandares_ref,Cumplimiento_observado,Genero_inclusion,Estado,Verificable,Fuente_principal,Archivo_fuente,URL_fuente,Tipo_fuente,Lecciones_aprendidas,Observaciones,Estado_validacion,Motivo_descarte,Fecha_validacion,Validado_por
CAS-045,Prototipo de vivienda rural sostenible El Agrio (Peque),contemporaneo,2025,Antioquia,Peque,Corregimiento El Agrio,templado,Cfb,adobe,"envolvente, integral","6 lineamientos rectores: bioclimática, materiales, técnica, forma, función, estética. Diseño bioclimático declarado como uno de los pilares.",,,"Bloque de Tierra Comprimida (BTC) propuesto por bajo costo, facilidad para autoconstrucción y cualidades de confort térmico. Integra saberes locales (tapia/bahareque presentes en la región).",,"Publicación arbitrada Modul. Arquit. CUC 35(1), pp. 192-208 (DOI 10.17981/mod.arq.cuc.35.1.2025.08). Estado: PROTOTIPO PROPUESTO no construido al cierre del artículo.","Enfoque participativo comunitario (talleres, entrevistas, visitas de campo); reconocimiento de saberes locales y dinámicas del habitar rural campesino.",Solo diseño,publicacion,"Marin Echeverri, M., Garcés Bravo, C.A. & Bello Quevedo, F.C. (2025). Universidad Santo Tomás, Medellín",M2-CUC-ElAgrio-Peque-Marin-Garces-Bello-2025.pdf,https://revistascientificas.cuc.edu.co/moduloarquitecturacuc/article/view/6613,revista,6 lineamientos rectores aplicables como guía para guía técnica. BTC como respuesta integrada a costo + autoconstrucción + confort. Metodología participativa con comunidad.,"AUTORÍA CORREGIDA: Marin Echeverri / Garcés Bravo / Bello Quevedo (USTA Medellín), no Ruiz & Arboleda como aparecía en cita inicial. SOLO DISEÑO: prototipo, sin obra entregada documentada.",pendiente_revision,,,
CAS-046,Prototipo de Vivienda Rural Sostenible y Productiva (VRSP) - FP Arquitectura,contemporaneo,2019,Cundinamarca,"Sumapaz / sur de Bogotá (prototipo replicable, no anclado a municipio específico)",,frio,Cfb,mixto-adobe-madera,integral,Fachada sur con ventana de ganancia solar regulable; muros trombe pintados de negro; fachada norte cerrada con BTC para inercia térmica; estufa ecológica como radiador central nocturno; confort lumínico >500 lux. Adaptable a 3 microclimas andinos. Confort térmico declarado 18-24 C.,Estufa ecológica de biomasa con ahorro 30-60% de leña vs tradicional; aporte térmico nocturno vía radiador central.,Captación de lluvia en cubierta: 9.1 m3/mes; ciclo de compostaje para aguas grises y residuos orgánicos (50%).,BTC en fachada norte (inercia térmica); muros en seco con madera inmunizada certificada; cubierta con tejas de polialuminio reciclado (90% tetrapack + 10% foil aluminio); plástico de invernadero UV en cerramientos.,,Primer lugar Concurso Público de Ideas - Sociedad Colombiana de Arquitectos (SCA) 2019. NO CONSTRUIDO.,Componente productivo orientado a fami-empresas o cooperativas; huerta integrada para seguridad alimentaria; espacio diseñado para que la familia gestione y transforme la vivienda.,Solo diseño,publicacion,FP Arquitectura (Ivan Forgioni + Jose Puentes) + asesoría bioclimática Verónica Henríquez - Concurso SCA 2019,,https://www.archdaily.cl/cl/912225/prototipo-de-vivienda-rural-sostenible-y-productiva-en-colombia-por-fp-arquitectura,web,"Prototipo de 64.8 m2 adaptable a 3 microclimas andinos; integra producción agrícola + vivienda + crecimiento progresivo; combina materiales reciclados industriales (tetrapack) con tradicionales (BTC, madera). Equipo: 14 profesionales.",SOLO DISEÑO - concurso ganador 2019 sin replicación construida. Útil como referente conceptual de prototipo rural integral.,pendiente_revision,,,
CAS-047,Vivienda ancestral 'casa de palma' Pueblo Makaguan (tipología regional),vernaculo,2018,Arauca,Tame,Resguardos: Palma Real / Macarieros / Cabaña / Cuiloto / La Esperanza / Parreros,calido_humedo,Aw,madera,integral,Levantamiento del terreno natural anti-inundación con tierra aledaña al sitio; orientación según saberes orales tradicionales.,,Levantamiento de piso para evitar inundaciones (zona Orinoquia inundable).,"Horcones de madera local (diámetro 30-40 cm, altura ≥8 m, enterrados ~1 m, distanciados ~2 m) + vigas amarradas con bejuco + cubierta de palma a dos aguas (espaciada cada 50-60 cm) + cerramientos de guadua tupida + piso de tierra apisonada elevada. Vida útil ~2 años (renovable). Construcción ~1 semana.",,Tesis UNAL Medellín 2018-2019 (Sguerra Villabona) avalada por ASOCATA (Asociación de Capitanías Indígenas). Tipología documentada como viva en 6 resguardos.,Vivienda indígena Makaguan (familia Guahibo); decisión de localización por gobernador del resguardo; transmisión oral generacional.,Construido,publicacion,"Sguerra Villabona, L.E. (2019). Valoración de las técnicas constructivas ancestrales del pueblo Makaguan. Tesis Maestría UNAL Medellín (director: C.A. Mejía Barrera)",M2-UNAL-Sguerra-Makaguan-Arauca-2019.pdf,https://bffrepositorio.unal.edu.co/server/api/core/bitstreams/5eaf2c2a-d4ff-49d2-adbf-0d504a77412d/content,tesis,Tipología indígena con materiales 100% locales y biodegradables; vida útil corta (~2 años) requiere replantear estándar 'durable' para arquitectura ancestral; reto de preservación frente a programas estatales con materiales foráneos.,"TIPOLOGÍA REGIONAL (no caso individual con propietario/dirección). Documentado en 6 resguardos con coordenadas GPS. Caso colectivo etnográfico, válido como referente para guía técnica en clima cálido húmedo Orinoquia con población indígena.",pendiente_revision,,,
CAS-048,"CasaSolea (referente técnico-cultural Wayuu, uso hotelero)",mixto,2024,La Guajira,Manaure,"Mayapo (resguardo Wayuu, frente al mar)",calido_seco,BWh,palafito-madera,integral,Techos de paja para sombra y camuflaje con arena/desierto; palafito eleva la edificación sobre suelo (exigencia cultural Wayuu); ventilación bajo piso; orientación según vientos de temporada (diciembre-agosto).,,,"Madera teca + tabla solera local; yotojoro (corazón del cactus, abundante en el desierto, aprendido como elemento constructivo desde rancherías); techos en palma; impranol como sellador único (acabados a la vista). Sin concreto, sin adobe (exigencia cultural).",,Nominado Lápiz de Acero 2025 - categoría Espacio / Diseño Arquitectónico. Operativo como hotel boutique con 12 cabañas en 4 bloques de 2 niveles + cabaña de 10 chinchorros + quioscos bar/restaurante. Predio 15 m frente x 70 m fondo.,85% del personal en operación son madres cabeza de familia. Mano de obra 100% local Wayuu (artesanos en madera y carpintería). Saberes Wayuu integrados como condicionantes de diseño: no usar concreto ni adobe; construir solo en madera; elevar sobre palafitos para no tocar el suelo sagrado.,Construido,publicacion,CasaSolea - Parco Medellín (Director: Martín Jiménez Mejía; Director Creativo: Alejandro Muñoz; Cliente: Playa Macho SAS) - Lápiz de Acero 2025,,https://www.lapizdeacero.org/nominado/casasolea/,web,"Transferencia de saberes Wayuu (yotojoro, palma, madera) a contexto contemporáneo premiado; restricciones culturales como condicionantes de diseño (suelo sagrado -> palafito; sin concreto/adobe); inclusión laboral con 85% madres cabeza de familia; modelo replicable para hotelería responsable en territorios indígenas.",USO HOTELERO - no es vivienda residencial. Incluido como REFERENTE TÉCNICO-CULTURAL Wayuu transferible a vivienda rural en cálido seco extremo. Mismo criterio de inclusión que CAS-042 Walirumana (equipamiento etnoeducativo).,pendiente_revision,,,
CAS-049,Casa Barro Negro - restauración vivienda rural Valle de Tenza,vernaculo,2024,Boyacá,Valle de Tenza (municipio específico no detallado en fuente),,frio,Cfb,adobe,"integral, envolvente, cubierta","Tipología de claustro hispánico con patio adosado central rodeado por corredores: punto de encuentro de todos los espacios + conexión con exterior y visuales del lugar. Techos altos. Patio como regulador climático tradicional. Aprovecha propiedades térmicas, acústicas y ambientales favorables del adobe.",,,Restauración de casa adobe abandonada con materiales locales tradicionales: piedra de cimientos + adobe de barro arcilloso en muros + madera rolliza y caña brava en cubiertas + teja de arcilla. Mano de obra local que aprende métodos tradicionales de construcción. Vestigio del tiempo: se deja una ruina de adobe de la antigua sección como entrada principal.,,Nominado Premio Lápiz de Acero 2025 - categoría Espacio / Diseño Arquitectónico. Restauración completa entregada (lanzamiento 2024-12-06).,Mano de obra local de la región; rescate y transmisión de oficio constructor en tierra; recuperación de tradiciones constructivas borradas por la modernidad.,Construido,publicacion,Casa Barro Negro - Cabida Arquitectura SAS Bogotá (Director Óscar M. González Vargas; Arq. Ángela M. Vargas Contreras; Directora Diana C. Lancheros Ardila) - Lápiz de Acero 2025,,https://www.lapizdeacero.org/nominado/casa-barro-negro/,web,Restauración como modelo de preservación de vivienda rural tradicional; rescate de tipologías hispánicas (claustro + patio); critica a la modernización que encarece materiales y deteriora el paisaje; aprendizaje colectivo de métodos tradicionales con mano de obra local; valor patrimonial-arquitectónico de las ruinas como vestigio del tiempo.,"CUBRE PARCIALMENTE EL VACÍO V-M2-01 (tapia/adobe construida en clima frío Andino). Es el primer caso M2 de ADOBE construido y premiado en Boyacá. Restauración (no obra nueva), pero documenta técnica vernácula viva. Municipio específico de Valle de Tenza no detallado en fuente pública - verificar con estudio Cabida Arquitectura.",pendiente_revision,,,
CAS-050,Palocabildo - Homeostasis rural (1er puesto compartido PCor 2013-2014),contemporaneo,2014,Antioquia,Jericó,Palocabildo,templado,Cfb,madera,integral,Enfoque homeostático: preservar condiciones del lugar y no generar impactos desequilibradores. Continúa forma tradicional de desarrollo no densificado en minifundios cafeteros. Estructura modular con cerchas de guadua y zapatas. Cerramiento con paneles aglomerados de residuos de hoja de plátano + piezas modulares con distinta transparencia para control de iluminación y viento.,"Fogón eficiente de leña como mueble principal de la casa-mueble (fácil construcción, manejo y rendimiento).",Sistema de recolección de aguas lluvias con almacenamiento en tanque ubicado en zona de ropas que abastece servicios.,Cerchas en guadua + zapatas + paneles aglomerados con residuos de hoja de plátano (subproducto agrícola); piezas modulares en otros materiales para control climático.,,"Premio Corona Pro Hábitat - Convocatoria Estudiantil 2013-2014, PRIMER PUESTO COMPARTIDO categoría Arquitectura. Universidad de San Buenaventura Medellín.","Casa-mueble: se rescató de visitas a viviendas rurales la importancia de la mujer en la estructura familiar (cocinar, cultivar, cuidar); se diseñó un mueble que genera espacio íntimo para sus actividades hogareñas y personales. Talleres participativos con la comunidad. Agrupación nuclear con terreno común ~850 m² para cultivo cooperativo de café.",Solo diseño,publicacion,"Autores: David Moisés Montoya Sierra, Kelly Viviana Quiñonez Montaño, Mauricio Álvarez Flores. Directores: Diana Elizabeth Valencia Londoño y Diego Alejandro Henao Loaiza. Universidad San Buenaventura Medellín",M2-Premio-Corona-2013-2014-Estudiantil.pdf,https://corona.com.co/sostenibilidad/pro-habitat,documento_proyecto,Diseño homeostático - preservar dinámicas locales sin transformarlas; aprovechamiento de subproducto agrícola (hoja de plátano aglomerada); enfoque de género integrado al diseño espacial (espacio para la mujer); cooperativa cafetera con tierra común.,"SOLO DISEÑO - propuesta estudiantil 2013-2014. PCor convocatoria estudiantil distinta a PCor profesional 2015 (CAS-036, 037).",pendiente_revision,,,
CAS-051,Sinapsis rural - Estructuras veredales interrelacionadas (1er puesto compartido PCor 2013-2014),contemporaneo,2014,Valle del Cauca,Dagua,"Vereda Machado, corregimiento El Queremal",calido_humedo,Aw,bahareque,"integral, envolvente","Módulos dispersos atomizados para llenar/dejar libres espacios dentro de retícula de composición - busca relaciones directas con parcela y paisaje + dejar espacios preparados para crecimiento futuro. Tipologías replicables (L, C, T, volúmenes aislados).",,,Reinterpretación del bahareque local en panel prefabricado modular 0.60 x 2.40 m. Tres tipos de paneles: (1) panel hueco solo esterilla guadua para divisiones interiores; (2) panel embutido con tierra para fachadas con ganancia térmica nocturna; (3) panel revocado con tratamiento contra humedad. Materiales región: guadua + madera + tierra. Pilotes de concreto reforzado.,,"Premio Corona Pro Hábitat - Convocatoria Estudiantil 2013-2014, PRIMER PUESTO COMPARTIDO categoría Arquitectura. Escuela de Arquitectura, Facultad de Artes Integradas - Universidad del Valle (probable, mismo origen que CAS-052).",Modelo asociativo cooperativo de producción agropecuaria (autoconsumo y producción comercial). Trabajo colectivo basado en solidaridad familiar.,Solo diseño,publicacion,"Autores: Luis Guillermo Chávez Álvarez, Jose Fernando Ruiz Hoyos, Enmanuel Viveros Araque. Universidad del Valle (Cali)",M2-Premio-Corona-2013-2014-Estudiantil.pdf,https://corona.com.co/sostenibilidad/pro-habitat,documento_proyecto,"Reinterpretación del bahareque tradicional en sistema panelizado prefabricado de 3 tipos; presupuesto de vivienda básica equivalente a subsidio rural ~24 SMMLV; flexibilidad modular para múltiples tipologías regionales (L, C, T); modelo de interconexión veredal escalable a 3 fases.",SOLO DISEÑO - propuesta estudiantil 2013-2014. Misma vereda Machado que CAS-052 Semillas de colectividad.,pendiente_revision,,,
CAS-052,Vivienda rural Semillas de colectividad (2do puesto compartido PCor 2013-2014),contemporaneo,2014,Valle del Cauca,Dagua,"Vereda Machado, corregimiento El Queremal",calido_humedo,Aw,madera,integral,"Reinterpretación del corredor (elemento articulador huerta-casa) y los altillos (almacenamiento, dormitorios, contemplación) como espacios fundamentales. Sistema modular flexible con adaptabilidad a usos productivos complementarios (agrícola u económica alternativa).",,,"Sistema modular arquitectónico basado en tradiciones constructivas locales. Módulos: labor agrícola (16.71 m² $5.92M), social (16.7 m² $5.06M), cocina+baño (16.7 m² $7.58M), dormitorios (16.7 m² $5.82M). Mejoramiento por sustitución parcial/total o por adición de módulos.",,"Premio Corona Pro Hábitat - Convocatoria Estudiantil 2013-2014, SEGUNDO PUESTO COMPARTIDO categoría Arquitectura. Universidad del Valle, Cali. Financiación: Subsidio VIS rural 29 SMMLV + Aporte familiar 11 SMMLV.","Vecindarios rurales: 4 sistemas de agrupación (parental con autoconsumo, individual con producción colectiva, consolidación producción alternativa, nucleado con producción colectiva). Modelos asociativos de vida y producción. Vereda con presión inmobiliaria por viviendas de descanso afectando comunidad agrícola.",Solo diseño,publicacion,"Autores: Luis Eduardo Trigueros Cabal, Gustavo Adolfo Salazar Cosme, Juan David López Charry. Directores: Gilma Mosquera Torres, Carlos Enrique Botero Restrepo, Juan Jacobo Sterling Sadovnik, Pablo Buitrago Gómez. Universidad del Valle, Cali",M2-Premio-Corona-2013-2014-Estudiantil.pdf,https://corona.com.co/sostenibilidad/pro-habitat,documento_proyecto,Sistema modular con costos por módulo; combinación subsidio rural + aporte familiar; presión inmobiliaria sobre veredas agrícolas como problema rural; mejoramiento progresivo vía adición de módulos.,SOLO DISEÑO - propuesta estudiantil 2013-2014. Dirección académica con Gilma Mosquera Torres (referente nacional vivienda vernácula). Misma vereda que CAS-051.,pendiente_revision,,,
CAS-053,Hábitat rural social y productivo (2do puesto compartido PCor 2013-2014),contemporaneo,2014,Sucre,Galeras,Corregimiento San Andrés de Palomo,calido_seco,Aw,madera,"integral, envolvente",Diseño con cerramientos plegables hechos con materiales naturales y diferentes acabados que permiten responder a cada necesidad espacial. Facilita aireación en zona de temperatura promedio 28°C. Sencillez y unidad formal de la vivienda que independiza áreas sociales de habitación. Excelente solución climática + bello manejo de color y texturas.,,,Materiales y técnicas tradicionales con enfoques innovadores. Aprovechamiento de la palma de vino (industria local del tejido del escobajo). Reinterpretación arquitectura rural tradicional del corregimiento.,,"Premio Corona Pro Hábitat - Convocatoria Estudiantil 2013-2014, SEGUNDO PUESTO COMPARTIDO categoría Arquitectura. Corporación Universitaria del Caribe (CECAR), Sincelejo.",Unidad de vivienda productiva con espacios para fabricación de elementos y artesanías derivados de la hoja de palma de vino. Apropiación y colectividad como criterio de diseño.,Solo diseño,publicacion,"Autores: Jose Julián Pertuz Godin, Katia Lucia Salcedo Guzmán. Director: Francisco Humberto Martínez Ochoa. Corporación Universitaria del Caribe (CECAR), Sincelejo",M2-Premio-Corona-2013-2014-Estudiantil.pdf,https://corona.com.co/sostenibilidad/pro-habitat,documento_proyecto,Vivienda productiva rural integrada con industria local (palma de vino); cerramientos plegables como respuesta climática; preservación de la forma de vida tradicional + generación de fuente de empleo en hábitat propio.,SOLO DISEÑO - propuesta estudiantil 2013-2014. Mismo corregimiento que CAS-054. Mismo director académico (Martínez Ochoa).,pendiente_revision,,,
CAS-054,Hábitat rural hibrido ecoproductivo (2do puesto compartido PCor 2013-2014),contemporaneo,2014,Sucre,Galeras,Corregimiento San Andrés de Palomo,calido_seco,Aw,mixto-bahareque-tapia,"integral, envolvente, cubierta",Solución bioclimática: planos cerrados hacia la vía (protección urbana) + apertura a zona ecoproductiva rural. Persianas en madera de roble y caña flecha en puertas y divisiones para compensar altas temperaturas. Sistema de aberturas en cubierta para regular cambio de aire.,,,"Sistema mixto: muro tradicional en mampostería (30%) + sistema nuevo de paneles de muro hechos en caña de guadua revestida de argamasa de cal y boñiga mezclada con arena (70%). Argamasa tradicional del pueblo, económica con mano de obra local. Cubierta en fibrocemento + estera en palma tejida. Persianas en madera de roble.",,"Premio Corona Pro Hábitat - Convocatoria Estudiantil 2013-2014, SEGUNDO PUESTO COMPARTIDO categoría Arquitectura. Corporación Universitaria del Caribe (CECAR), Sincelejo.",Patio-huerta para sustento familiar (ahorro en gastos de víveres). Rescate de tradición del cultivo en parcelas (perdida por abandono y por industrialización agrícola por grandes comerciantes). Sustento basado en industria del tejido del escobajo de la palma de vino.,Solo diseño,publicacion,"Autores: Johan Javier Páez Caro, Jose David Vanegas Arias. Director: Francisco Humberto Martínez Ochoa. Corporación Universitaria del Caribe (CECAR), Sincelejo",M2-Premio-Corona-2013-2014-Estudiantil.pdf,https://corona.com.co/sostenibilidad/pro-habitat,documento_proyecto,"Sistema panelizado caña-guadua-argamasa boñiga+cal+arena (no bahareque tradicional, no mampostería pura) - alternativa intermedia económica con mano de obra local; persianas como elemento bioclimático para clima cálido seco; cubierta con sistema de aberturas para ventilación.",SOLO DISEÑO - propuesta estudiantil 2013-2014. CUBRE PARCIALMENTE VACÍO V-M2-02 (cálido seco con sistema NO-bahareque-puro): usa alternativa de panel caña-cal-boñiga + mampostería. Mismo corregimiento que CAS-053.,pendiente_revision,,,
CAS-055,SENA CDA Chía - Unidad Básica de Vivienda Rural Eco Amigable (prototipo demostrativo),contemporaneo,2017,Cundinamarca,Chía,"Vereda Bojacá, Carrera 11 Sector El Darién, Lote 1 (instalaciones SENA CDA, coords. 4.876523, -74.054662)",frio,Cfb,madera,"integral, instalaciónes, cubierta",Diseño orientado para clima frío altiplano cundiboyacense (~2.560 msnm). Estación meteorológica IDEAM GUANATA código 21205890. Construcción completa: localización + descapoté + mejoramiento + aplicación material seleccionado + excavación vigas + cimentación por terraza + colocación columnas y vigas estructurales + placas + cubiertas + canales aguas lluvias.,"Sistema fotovoltaico (paneles solares) + energía eólica (molino tipo Las Gaviotas - Fundación Centro Experimental Las Gaviotas) + estufa eficiente de leña (Nivel 2 ISO IWA 2012: eficiencia térmica >=25%, emisiones intradomiciliarias <=0.49 g/min CO y <=8 g/min material particulado) + colectores solares térmicos + briquetas + DOMÓTICA (automatización del hogar). Estimaciones CAEM 2015 (Ubate): 50 TnCO2/año mitigación con 20 estufas, reducción 20% combustible, recuperación inversión 2.5 años.",Sistema de recolección de aguas lluvias (Figura 38 esquema en libro) + huertas verticales para producción alimentaria local. Política nacional: demanda mundial extracciones de agua aumentará 55% para 2050 (UNESCO).,"Guadua como material principal (estructura). Alternativa ~20% más barata que vivienda social convencional. Sismo resistente. Promueve modelos constructivos rurales económicamente viables, socialmente justos y ambientalmente responsables.",,Finalista Concurso FORMULA SENA ECO 2017 (innovación y desarrollo tecnológico). Publicación ISBN 978-958-15-0312-4 (120 páginas) financiada por SENNOVA. Marco político: PND 2014-2018 'Todos por un Nuevo País' meta 100.000 soluciones de vivienda rural integral. Estrategia Colombiana de Desarrollo Bajo en Carbono (ECDBC).,"Aprendices SENA mantenimiento electrónico e instrumental industrial - 15 jóvenes participantes (Bojacá Pedraza, Caballero Arias, Castro Malaver, García Socha, Gómez Socha, Gómez Torres, Guzmán Castro, Hernández Real, López Umbarila, Moreno Pulido, Peláez Ariza, Rojas Bohórquez, Torres, Vega Jiménez, Barrera Cárdenas). Foco en familias rurales de bajos recursos: 85% sin alcantarillado, 60% sin agua potable, 8% sin energía (cifras DAÑE 2017 / Superintendencia Servicios Públicos 2015).",Construido,publicacion,"Guzmán, J., Prieto E., Prieto B., Ardila F., Montaño J., Pérez J., Martínez A., Béjar M. (2017). Diseño y Construcción de una Unidad Básica de Vivienda Rural Eco Amigable. Centro de Desarrollo Agroempresarial CDA Chía, Servicio Nacional de Aprendizaje SENA - Grupo de investigación GITAE - 120 p.",M2-SENA-Vivienda-Rural-Eco-Amigable-Chia-2017.pdf,https://repositorio.sena.edu.co/handle/11404/4798,documento_proyecto,ÚNICO CASO M2 CON INTEGRACIÓN EXPLICITA DE LOS 4 EJES (E1+E2+E3+E4). Único caso con DOMÓTICA documentada para vivienda rural. Cubre clima frío Cundinamarca con sistema guadua (alternativa a CAS-049 adobe). Modelo replicable de prototipo educativo + demostrativo + transferencia tecnológica vía SENA. Combina tecnologías contemporáneas (solar/eólica/domótica) con material vernáculo (guadua). Validación institucional pública (SENA + SENNOVA + Formula Eco). Costo 20% menor que VIS convencional.,"PROTOTIPO DEMOSTRATIVO CONSTRUIDO en instalaciones SENA CDA Chía (no vivienda residencial habitada por familia rural). Incluido como REFERENTE TÉCNICO INTEGRADO transferible a vivienda rural en clima frío (mismo criterio que CAS-042 Walirumana equipamiento, CAS-048 CasaSolea hotelería). Cubre vacío V-M2-01 (frío Cundinamarca construido) con sistema guadua complementario al adobe de CAS-049.",pendiente_revision,,,
CAS-056,Casa Milguaduas - reinterpretación contemporánea Paisaje Cultural Cafetero,contemporaneo,2021,Risaralda,Pereira,Zona rural rodeada de bosque de guadua nativa (vereda específica no detallada en fuentes públicas),templado,Cfb,madera,"integral, envolvente, cubierta",Aleros que extienden cubiertas a dos aguas típicas en forma y material; DESENCAJE entre cubierta y revestimiento + entre placa habitable y cubiertas permite ventilar e iluminar naturalmente el interior; descenso gradual de niveles sobre topografía (sin movimientos de tierra); zócalo profundo protege la llegada del muro al suelo; banca perimetral + corredor tradicional con barandal esbelto en hierro (abstrae chambrana en macana); cortina de guadua que se pliega al interior trayendo la verticalidad de los guaduales; abstracción de arquetipos rurales del Paisaje Cultural Cafetero UNESCO.,,Cubierta habitable funciona como GRAN CANAL recolector de aguas lluvias entre las dos cubiertas típicas (placa-respiro de modernidad entre arquetipos tradicionales).,5 materiales locales seleccionados con criterio de pureza y matiz monocromático: (1) GUADUA NATIVA LOCAL extraída del propio predio (cortina de guadua + estructura + cubierta); (2) muro blanco pulcro; (3) concreto vaciado; (4) metal negro soldado (barandales esbeltos); (5) barro cocido (teja para cubierta a dos aguas). 520 m². Conservación del bosque nativo de guadua (no movimientos de tierra).,,"PREMIO PANAMERICANO BAQ 2022 (Bienal Panamericana de Arquitectura de Quito) - Categoría Vivienda Unifamiliar - País representación Colombia. También Finalista XXVIII Bienal Colombiana de Arquitectura 2022 - categoría Vivienda Unifamiliar/Bifamiliar/Trifamiliar. Publicada en ArchDaily, STIRworld, Revista Deck.",,Construido,publicacion,Casa Milguaduas - ritmo arquitectos (Arq. Juan Jose Álvarez Sanz) - Premio Panamericano BAQ 2022 + Finalista Bienal SCA XXVIII 2022,,https://baq2022.arquitecturapanamericana.com/proyectos/casa-milguaduas/,web,Reinterpretación contemporánea de arquetipos del Paisaje Cultural Cafetero UNESCO con materiales locales; cubierta habitable como canal recolector de aguas lluvias (sistema bioclimático + hídrico integrado); desencaje cubierta-revestimiento como estrategia pasiva de ventilación natural; conservación del bosque nativo de guadua durante construcción; aprovechamiento de guadua DEL PROPIO PREDIO (proximidad cero) - modelo 'paisaje productivo + vivienda'.,"VIVIENDA ALTO ESTÁNDAR (520 m², no campesina). Incluida como REFERENTE TÉCNICO de reinterpretación contemporánea del PCC + ÚNICO caso premiado BAQ 2022 + finalista Bienal SCA con guadua construida en eje cafetero. CUBRE VACÍO V-M2-03 (eje cafetero × guadua construida residencial premiada). Mismo criterio de inclusión que CAS-033 Casa Franco (alto estándar pero único referente tapia premiada construida).",pendiente_revision,,,
CAS-057,"Albergue Guapi - 42 familias desplazadas (Conceptos Plásticos, ladrillos plástico reciclado)",contemporaneo,2015,Cauca,Guapi,Costa Pacifica colombiana - albergue temporal post-desplazamiento por violencia,calido_humedo,Af,mamposteria-estructural,"integral, envolvente",Diseño adaptado a movilidad y condiciones climáticas Pacífico húmedo. Sistema modular ensamblable y desensamblable que permite traslado de los albergues a otro punto del municipio según necesidad.,,,"LADRILLOS DE PLÁSTICO RECICLADO + CAUCHO obtenidos por proceso de extrusión (plástico se derrite y se vuelca en molde) + aditivos retardantes de fuego. Estructura de plástico hace al sistema RESISTENTE A SISMOS. Reduce vertederos, consumo de agua y energía + reducción emisiones CO2 al usar materiales reciclados. Sistema 30% más barato que sistemas tradicionales rurales. Permite viviendas de 1 y 2 plantas (paredes y vigas en plástico reciclado).",,"Albergue temporal CONSTRUIDO en 2015 para 42 familias desplazadas por la violencia en Guapi (Cauca). Empresa optante al premio The Venture (2016). Documentación en El País, Agencia de Noticias UN, Econoticias, Edgar Medina.",Vivienda para 42 familias desplazadas por violencia (población víctima en zona Pacifica - Guapi Cauca). Conexión con Ley 2462/2025 (mujeres rurales víctimas) + Sentencia T-333 (vivienda digna como derecho fundamental incluido adecuación cultural).,Construido,publicacion,"Conceptos Plásticos - Óscar Andrés Méndez (arquitecto) + Isabel Cristina Gámez + Henry Alexander Cañón (cofundadores) + Fernando Llanos (inventor de los bloques, socio) - emprendimiento colombiano",,https://arquitecturayempresa.es/noticia/casas-con-ladrillos-de-plastico-reciclado-en-colombia,web,Sistema constructivo INNOVADOR de plástico reciclado + caucho como respuesta integrada a (1) gestión de residuos + (2) reducción de huella ambiental + (3) economía (30% más barato) + (4) escala social (42 familias) + (5) sismo resistencia + (6) modularidad y transportabilidad. Modelo replicable para albergues post-desplazamiento + viviendas permanentes en zonas con acceso limitado a materiales convencionales.,"ÚNICO CASO M2 CON SISTEMA DE PLÁSTICO RECICLADO. Sistema_constructivo registrado como 'mampostería-estructural' por similitud funcional (ensambla bloques) pero el material es ladrillo de plástico reciclado + caucho. Es albergue temporal post-desplazamiento (no vivienda permanente residencial habitada por familia campesina), pero el sistema está diseñado también para viviendas permanentes. Cubre vacío innovación material en M2. Aporta caso fuerte para Pacífico (junto con CAS-044 Riosucio Chocó palafítica).",pendiente_revision,,,
