Referencia,URL_fuente,ID,Tema,Descripcion,Jerarquía,Etapa_ciclo_vida,E1_bioclimatica,E2_energia,E3_agua,E4_materiales,Notas,Ref_Ley2462,Aplica_vivienda_rural,Clima,Subsistema,Caracter_legal,Nivel_cumplimiento,Parametro_indicador,Correspondencia_cruzada
EC-MADS,https://www.minambiente.gov.co/asuntos-ambientales-sectorial-y-urbana/estrategia-nacional-de-economia-circular/,EC-4,Certificaciones de construcción sostenible,LEED; BREEAM; EDGE; CASA Colombia; Sello Ambiental Colombiano como verificadores,criterio_ambiental,operación,Transversal,Transversal,Transversal,Transversal,,,condicional,todos,todos,voluntario,,Tipo certificación,Res.0534:A-M-1
D1285,https://www.funcionpublica.gov.co/eva/gestornormativo/norma_pdf.php?i=62885,D1285-1,Porcentajes obligatorios de ahorro agua y energía,Lineamiento base que dio origen a Res. 0549/2015 y luego a Res. 0194/2025. PROURE 2017-2022: meta ahorro sector residencial 56.121 TJ (0.73% del total nacional),criterio_ambiental,operación,,Principal,Principal,,,,si,todos,Instalaciones,obligatorio,minimo,% ahorro por clima y tipología; PROURE: 56.121 TJ ahorro residencial,Res.0194:Tablas 10-11
D1467,https://www.funcionpublica.gov.co/eva/gestornormativo/norma_pdf.php?i=99353,D1467-1,VIS debe cumplir estándares de construcción sostenible,Ley 1955/2019 Art. 85: VIS cumple estándares de calidad en diseño y construcción sostenible. PND 2018-2022 Ley 1955/2019 Art. 85: VIS debe cumplir estándares de calidad en diseño urbanístico; arquitectónico y de construcción sostenible,criterio_ambiental,todas,Transversal,Transversal,Transversal,Transversal,,,si,todos,todos,obligatorio,,,Res.0194; Res.0534; Ley 1955/2019 Art.85
D1727,https://www.funcionpublica.gov.co/eva/gestornormativo/norma_pdf.php?i=174446,D1727-1,Subsidio adicional por sostenibilidad (Ecobertura),Cobertura adicional 10 SMLV en tasa de interés para vivienda No VIS con criterios de sostenibilidad,criterio_economico,operación,Transversal,Transversal,Transversal,Transversal,,,condicional,todos,,voluntario,,SMLV adicionales,Res.0534:E-CI-1
L1715,https://www.funcionpublica.gov.co/eva/gestornormativo/norma_pdf.php?i=57353,L1715-1,Incentivos tributarios para FNCE en vivienda,Exclusión IVA y deducción renta por inversión en energía solar FV; solar térmica; eólica; biomasa. Res. 196/2020 UPME: establece requisitos y procedimiento para acceder a beneficios tributarios de eficiencia energética (IVA y renta). Requiere certificación UPME,criterio_economico,operación,,Principal,,,,,si,todos,Instalaciones,obligatorio,,% Deducción renta; exclusión IVA,Res.0534:A-EM-8; CEELA:C14; Res.196/2020 UPME procedimiento
L373,https://www.funcionpublica.gov.co/eva/gestornormativo/norma_pdf.php?i=342,L373-1,Programa uso eficiente y ahorro del agua,Obliga a entidades a implementar programas de ahorro de agua; incluye captación pluvial y reusó,criterio_ambiental,operación,,,Principal,,Reduce acarreo agua en rural,,si,todos,Instalaciones,obligatorio,,,Res.0194:MW-01 a MW-10; CEELA:C12
L1931,https://www.funcionpublica.gov.co/eva/gestornormativo/norma_pdf.php?i=87765,L1931-1,Medidas de mitigación y adaptación en vivienda,Directrices para gestión cambio climático en sector vivienda; PIGCCS y PIGCCT. NDC 2020: reducción 176 Mt CO2eq a 2030 todos los sectores incluyendo vivienda,criterio_ambiental,todas,Transversal,Transversal,Transversal,Transversal,,,si,todos,,obligatorio,,Meta reducción GEI,Res.0534:A-EM-5; A-EM-8; NDC 2020
R0472,https://www.minambiente.gov.co/wp-content/uploads/2021/10/resolucion-0472-de-2017.pdf,R0472-1,Gestión integral de Residuos de Construcción y Demolición,Aplica a todas las personas que generen; recolecten; transporten; aprovechen y dispongan RCD,criterio_ambiental,construcción,,,,Principal,,,si,todos,,obligatorio,minimo,% aprovechamiento RCD,Res.0534:A-R-4; A-R-6; Ley 1333/2009 (procedimiento sancionatorio ambiental para incumplimiento)
RAS,https://minvivienda.gov.co/sites/default/files/normativa/resolucion-0330-2017.pdf,RAS-1,Sistemas de acueducto rural,Requisitos técnicos para diseño; construcción y operación de sistemas de agua potable rural,criterio_ambiental,diseño,,,Principal,,Acceso agua potable reduce acarreo mujeres,,si,todos,Instalaciones,obligatorio,minimo,l/hab/día; presión mínima,Res.0534:A-A-3; CEELA:C12
RAS,https://minvivienda.gov.co/sites/default/files/normativa/resolucion-0330-2017.pdf,RAS-2,Sistemas de alcantarillado y saneamiento rural,Requisitos técnicos para tratamiento de aguas residuales en zona rural,criterio_ambiental,diseño,,,Principal,,,,si,todos,Instalaciones,obligatorio,minimo,DBO5; SST; remoción %,Res.0194:MW-06; MW-07
RAS,https://minvivienda.gov.co/sites/default/files/normativa/resolucion-0330-2017.pdf,RAS-3,Sistemas de manejo de aguas lluvias,Requisitos técnicos para drenaje pluvial; incluye SUDS,criterio_ambiental,diseño,,,Principal,,,,si,todos,Exterior,obligatorio,minimo,Caudal diseño; periodo retorno,SUDS-MVCT:SUDS-1 a SUDS-6; Res.0534:A-SE-1
R0541,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=45540,R0541-1,Manejo de escombros y materiales de construcción,Regula cargue; descargue; transporte; almacenamiento y disposición de escombros y materiales,criterio_ambiental,construcción,,,,Complementario,,,si,todos,,obligatorio,minimo,,Res.0534:A-R-4
D948,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=1479,D948-1,Control contaminación atmosférica en obra,Mallas protectoras en construcción; control material particulado; prevención emisiones,criterio_ambiental,construcción,,,,Complementario,,,si,todos,,obligatorio,minimo,,Res.0534:A-EM-7; Ley 1333/2009 (sanciones por contaminacion atmosferica)
D1443,https://www.funcionpublica.gov.co/eva/gestornormativo/norma_pdf.php?i=58841,D1443-1,Sistema de Gestión de Seguridad y Salud en el Trabajo,Buenas prácticas; materiales de calidad; prevención accidentes y enfermedades en construcción,criterio_social,construcción,Transversal,Transversal,Transversal,Transversal,Seguridad trabajadores rurales,,si,todos,,obligatorio,minimo,,Res.0534:S-H-2
L1819,https://www.funcionpublica.gov.co/eva/gestornormativo/norma_pdf.php?i=79140,L1819-1,Beneficios tributarios FNCE y carbono neutro,Exclusión IVA en equipos y tecnologías con beneficio ambiental; no causación impuesto carbono,criterio_economico,operación,,Principal,,,,,si,todos,Instalaciones,obligatorio,,% Exclusión IVA,Res.0534:A-EM-8; CEELA:C14; L1715:L1715-1; Res.196/2020 UPME procedimiento acceso
GuiaMej-MVCT,https://www.minvivienda.gov.co/guia-de-estrategias-de-sostenibilidad-y-resiliencia-para-los-mejoramientos-de-vivienda-en-colombia,GM-E2,Estufas eficientes para vivienda rural,Reemplazo de fogón abierto por estufa eficiente; reducción PM2.5 y consumo de leña,criterio_ambiental,operación,,Principal,,,ENUT 2024-25: 78.7% mujeres cocinan; estufa eficiente reduce tiempo y humo (Ley 2462 Fin 3),L-F03,si,frio templado,Instalaciones,recomendado,minimo,% Reducción PM2.5; kg leña/día,Res.0534:A-EM-6; CEELA:C07; Ley.2462:L-F03
GuiaMej-MVCT,https://www.minvivienda.gov.co/guia-de-estrategias-de-sostenibilidad-y-resiliencia-para-los-mejoramientos-de-vivienda-en-colombia,GM-T3,Generación de biogás domiciliario,Sistema de biodigestor para generación de biogás a partir de residuos orgánicos y excretas animales,criterio_ambiental,operación,,Principal,,,,,si,todos,Instalaciones,voluntario,,m3 biogás/día,CEELA:C07; C14
GuiaMej-MVCT,https://www.minvivienda.gov.co/guia-de-estrategias-de-sostenibilidad-y-resiliencia-para-los-mejoramientos-de-vivienda-en-colombia,GM-T4,Energía eólica a pequeña escala,Microturbina eólica para vivienda rural en zonas con vientos sostenidos (Guajira; páramo; altiplano),criterio_ambiental,operación,,Principal,,,,,condicional,calido_seco frio,Instalaciones,voluntario,,kWh/mes,CEELA:C14; Res.0534:A-EM-8
GuiaMej-MVCT,https://www.minvivienda.gov.co/guia-de-estrategias-de-sostenibilidad-y-resiliencia-para-los-mejoramientos-de-vivienda-en-colombia,GM-M2,Durabilidad y garantías de materiales,Especificar materiales con garantía de durabilidad documentada; reducir reposiciones prematuras,criterio_ambiental,diseño,,,,Principal,,,si,todos,Estructura Envolvente Cubierta,recomendado,minimo,Años de garantía; vida útil estimada,Res.0534:A-M-1
GuiaMej-MVCT,https://www.minvivienda.gov.co/guia-de-estrategias-de-sostenibilidad-y-resiliencia-para-los-mejoramientos-de-vivienda-en-colombia,GM-S1,Mano de obra local en construcción rural,Priorizar contratación de mano de obra del territorio para transferencia de conocimiento y economía local,criterio_social,construcción,,,,,Economía local; empleo rural; saberes vernáculos,L-E01; L-E05; L-F01,si,todos,,recomendado,minimo,% mano obra local,Ley.2462:L-E01; L-E05; L-F01
GuiaMej-MVCT,https://www.minvivienda.gov.co/guia-de-estrategias-de-sostenibilidad-y-resiliencia-para-los-mejoramientos-de-vivienda-en-colombia,GM-S2,Compromiso social del constructor,Constructor debe garantizar acompañamiento social; capacitación a beneficiarios en uso y mantenimiento,criterio_social,construcción,,,,,Capacitación diferencial por género | Participación comunitaria,L-F11,si,todos,,recomendado,minimo,,CEELA:C01; C11; Ley.2462:L-F11
GuiaMej-MVCT,https://www.minvivienda.gov.co/guia-de-estrategias-de-sostenibilidad-y-resiliencia-para-los-mejoramientos-de-vivienda-en-colombia,GM-S3,Gestión comunitaria resiliente,Conformar y capacitar comité comunitario para mantenimiento y gestión de la vivienda y sus sistemas,criterio_social,operación,,,,,Liderazgo de mujeres en gestión comunitaria | Participación comunitaria; autonom.a,L-F11; L-F12,si,todos,,recomendado,minimo,,CEELA:C11; Ley.2462:L-F11; L-F12
GuiaMej-MVCT,https://www.minvivienda.gov.co/guia-de-estrategias-de-sostenibilidad-y-resiliencia-para-los-mejoramientos-de-vivienda-en-colombia,GM-A1,Proveeduría local de materiales,Priorizar materiales de origen regional (<300 km) para reducir huella de carbono del transporte,criterio_ambiental,diseño,,,,Principal,Economía local,,si,todos,Estructura Envolvente Cubierta,recomendado,deseable,Km origen; % materiales locales,Res.0534:A-E-1; A-M-1; CEELA:C03
PNVISR,https://portalparalapaz.gov.co/wp-content/uploads/2022/07/Resolucion-No-000179-de-2017_Vivienda.pdf,PNVISR-1,Enfoque diferencial en vivienda rural,Reconocimiento diferencial de condiciones sociales; culturales; étnicas y territoriales en diseño de VISR,criterio_social,diseño,Transversal,Transversal,Transversal,Transversal,Enfoque diferencial de género obligatorio | Étnico; discapacidad; víctimas conflicto; adulto mayor,L-E04; L-E08; L-E12,si,todos,,obligatorio,,,Ley.2462:L-E04; L-E08; L-E12
PNVISR,https://portalparalapaz.gov.co/wp-content/uploads/2022/07/Resolucion-No-000179-de-2017_Vivienda.pdf,PNVISR-2,Vivienda rural integral; saludable y productiva,Vivienda como unidad que integra habitabilidad; salud; producción agropecuaria y sostenibilidad,criterio_social,diseño,Principal,,,,Vivienda como espacio de trabajo productivo femenino,L-E05; L-E10; L-F06; L-F09,si,todos,Envolvente,obligatorio,,,Ley.2462:L-E05; L-E10; L-F06; L-F09
PNVISR,https://portalparalapaz.gov.co/wp-content/uploads/2022/07/Resolucion-No-000179-de-2017_Vivienda.pdf,PNVISR-3,Acceso a agua potable y saneamiento básico rural,Garantizar acceso a agua y saneamiento en vivienda rural donde no existe infraestructura,criterio_ambiental,diseño,,,Principal,,Acceso agua reduce acarreo por mujeres,L-F03,si,todos,Instalaciones,obligatorio,minimo,l/hab/día,RAS:RAS-1; RAS-2; Res.0194:MW-08; Ley.2462:L-F03
PNVISR,https://portalparalapaz.gov.co/wp-content/uploads/2022/07/Resolucion-No-000179-de-2017_Vivienda.pdf,PNVISR-4,Subsidio vivienda rural (hasta 70 SMLV + 20 transporte),Res. 0536/2020: tope subsidio 70 SMLV; 20 SMLV adicionales para transporte en zonas difícil acceso,criterio_economico,diseño,Transversal,Transversal,Transversal,Transversal,Priorización zonas difícil acceso | Subsidio puntual de programa cerrado — referencia histórica de magnitud de inversión,,si,todos,,histórico,,SMLV,D1467:D1467-1
ParamSFVR,https://www.minvivienda.gov.co/sites/default/files/2021-08/anexo-c-documento-de-parametrizacion.pdf,PARAM-1,Análisis de asoleacion y orientación para vivienda rural,Diagrama estereográfico con latitud/longitud; radiación solar directa/difusa; definición de orientación óptima por clima,criterio_ambiental,diseño,Principal,,,,Orientación vivienda rural según clima: en frío maximizar fachada norte (ganancia solar); en cálido minimizar fachada oeste (evitar sobrecalentamiento vespertino). Diagrama estereográfico por latitud/longitud del sitio,,si,todos,Estructura Envolvente,recomendado,minimo,Orientación óptima por clima,Res.0194:MP-01 a MP-04; Res.0534:S-CT-1
ParamSFVR,https://www.minvivienda.gov.co/sites/default/files/2021-08/anexo-c-documento-de-parametrizacion.pdf,PARAM-2,Protección solar en fachadas y cubiertas rurales,Elementos horizontales y verticales de fachada/cubierta para bloqueo de radiación; definidos por clima,criterio_ambiental,diseño,Principal,,,,Protección solar en rural: aleros (horizontal); celosías guadua/madera (vertical); corredores perimetrales (combinada). Soluciones vernáculas de bajo costo,,si,templado calido_seco calido_humedo,Envolvente Cubierta,recomendado,minimo,ASV; ASH,Res.0194:MP-02 a MP-04; Res.0534:S-CT-1; CEELA:C02
ParamSFVR,https://www.minvivienda.gov.co/sites/default/files/2021-08/anexo-c-documento-de-parametrizacion.pdf,PARAM-3,Iluminación natural en vivienda rural,Proporciones de ventanas; claraboyas y repisas de luz para garantizar penetración de luz natural y ahorro energético,criterio_ambiental,diseño,Principal,Complementario,,,Iluminación natural rural: ventanas altas producen más lux que bajas de misma área. Claraboyas en cocina mejoran condiciones de trabajo doméstico (ENUT: 2h03min/día suministro alimentos). RETILAP 2024 obligatorio,,si,todos,Envolvente,recomendado,minimo,FLD (%); proporción ventana,Res.0194:MA-01; Res.0534:S-CL-1
ParamSFVR,https://www.minvivienda.gov.co/sites/default/files/2021-08/anexo-c-documento-de-parametrizacion.pdf,PARAM-4,Ventilación natural cruzada en vivienda rural,Aprovechamiento de vientos dominantes; aberturas enfrentadas; efecto chimenea por clima,criterio_ambiental,diseño,Principal,,,,Ventilación cruzada rural: aberturas enfrentadas orientadas a vientos dominantes. En Pacífico: ventilación inferior (palafito); en Caribe: ventilación alta (efecto chimenea). Crítico para evacuación humo cocina a leña,,si,templado calido_seco calido_humedo,Envolvente Cubierta,recomendado,minimo,ACH; velocidad aire,Res.0194:MP-14; Res.0534:S-A-1; CEELA:C06
CCCS-2024,https://www.cccs.org.co/mitigacion/estado-de-la-construccion-sostenible/,CCCS-1,Estado actual certificaciones sostenibles en CO,EDGE; CASA Colombia; LEED son las 3 certificaciones más usadas en CO (2024). 93% constructores incorporan criterios ASG,criterio_economico,operación,Transversal,Transversal,Transversal,Transversal,,,si,todos,,voluntario,,% empresas con ASG,Res.0534:A-M-1; EC-MADS:EC-4
ST333,https://www.corteconstitucional.gov.co/relatoria/2022/t-333-22.htm,ST333-1,Derecho a vivienda digna como derecho fundamental (jurisprudencia),Corte Constitucional: vivienda digna incluye habitabilidad; disponibilidad de servicios; accesibilidad; adecuación cultural,criterio_social,todas,Transversal,Transversal,Transversal,Transversal,Vivienda digna incluye perspectiva de género | Accesibilidad; adecuación cultural y étnica,L-E03,si,todos,todos,obligatorio,,,Ley.2462:L-E03; Res.0534:S-AC-1
RETILAP,https://www.minenergia.gov.co/documents/11687/03_Libro_3_RETILAP_2024_Rev_Final_WEB.pdf,RET-1,Eficacia luminosa mínima LED,RETILAP 2024 Libro 2: productos LED deben cumplir eficacia luminosa mínima; vida útil y CRI según categoría. Libro 3 Tabla 3.2.2.6.a (adaptada de EN 12464-1): corredores 100 lux Uo=0.40 Ra>=40 UGR<=28. Aplica a vivienda: edificaciones deben atender lineamientos URE de MADS y MinMinas,criterio_ambiental,operación,,Principal,,,,,si,todos,Instalaciones,obligatorio,minimo,Eficacia lm/W; vida útil horas; Ra(CRI) >=40-80 según espacio; UGR <=22-28 según tarea; Uo >=0.40,Res.0194:MA-02; Res.0534:S-CL-2; CEELA:C10
RETILAP,https://www.minenergia.gov.co/documents/11687/03_Libro_3_RETILAP_2024_Rev_Final_WEB.pdf,RET-2,Diseño de iluminación interior vivienda,RETILAP 2024 Libro 3 Tabla 3.2.2.6.a: niveles mínimos iluminancia por espacio (EN 12464-1). Corredores/circulaciones 100 lux; escaleras 100 lux; baños 100 lux; zonas comunes edificios residenciales incluidas. Uniformidad Uo>=0.40. CRI según actividad. Vivienda: debe cumplir URE (Art. 3.2.6),criterio_ambiental,diseño,Principal,Principal,,,Iluminación adecuada en zonas de trabajo doméstico (cocina; lavado),L-E10,si,todos,Envolvente Instalaciones,obligatorio,minimo,Corredores: 100 lux Uo=0.40 Ra>=40 UGR<=28; escaleras: 100 lux; baños: 100 lux; zonas generales: 100 lux. Eficiencia energética mediante control obligatorio en >500m2,Res.0194:MA-01; Res.0534:S-CL-1; CEELA:C10; Ley.2462:L-E10
RETILAP,https://www.minenergia.gov.co/documents/11687/03_Libro_3_RETILAP_2024_Rev_Final_WEB.pdf,RET-3,Aprovechamiento de iluminación natural,RETILAP 2024 Libro 3 Art. 3.2.6: edificaciones de vivienda deben atender lineamientos URE de MADS y MinMinas. Aprovechamiento luz natural: ventanales y claraboyas desde diseño; evitar sol directo en plano trabajo; coordinación natural/artificial; optimizar orientación; aleros/parasoles. Factor Luz Día = CC+CRE+CRI. Sistemas control: atenuación; encendido/apagado automático; sensores presencia; dimerización; ciclo circadiano,criterio_ambiental,diseño,Principal,Complementario,,,Iluminación natural en espacios de trabajo no remunerado,,si,todos,Envolvente,obligatorio,minimo,FLD = CC+CRE+CRI; orientación óptima por clima; 7 formas control iluminación (atenuación; on/off auto; dimerización; sensores; luz diurna; circadiano; otros URE),Res.0194:MA-01; Res.0534:S-CL-1; ParamSFVR:PARAM-3; CEELA:C10
UPME-PGEE,https://docs.upme.gov.co/DemandayEficiencia/Documents/Guia_liviana_PGEE.pdf,UPME-1,Diagnóstico/auditoría energética inicial,"Levantamiento de información que caracteriza la entidad/edificación: envolvente; energéticos utilizados; consumos por uso final; identifica potenciales de ahorro. Cita: ""El diagnóstico o auditoría energética constituye la herramienta básica para saber cuanta energía se consume mensualmente; con qué eficiencia; cuáles son los principales equipos consumidores; como se usan; y donde están localizados"" (Cartilla 2020 p.4)",criterio_metodologico,pre-diseño,Complementario,Principal,,,Para vivienda rural nueva el diagnóstico se simplifica a inventario inicial de cargas previstas (iluminación; refrigeración; bombas; cocción) y estimación de consumo según ocupación. Para mejoramiento; auditoría sencilla del consumo base,,condicional,todos,Instalaciones,obligatorio,minimo,kWh/mes línea base; identificación equipos >80% consumo,Res.0194 Anexo1 sec.1.4; CEELA:C15; Ley 1715 art.30
UPME-PGEE,https://docs.upme.gov.co/DemandayEficiencia/Documents/Guia_liviana_PGEE.pdf,UPME-2,Línea base energética con ajuste por variable externa,"Construcción de modelo matemático que entrega consumo esperado en función de variable de actividad (temperatura exterior; ocupación; horas de funcionamiento). Permite calcular ahorros como diferencia entre consumo real y consumo de línea base. Cita: ""Ahorro = Consumo de línea base - Consumo real"" (Guia 2018 p.43); R2 >= 0.75 recomendado",criterio_metodologico,operación,,Principal,,,En vivienda rural; ocupación y temperatura son variables clave. La línea base permite verificar ahorros reales tras intervención (cambio a LED; aislamiento; calentador solar). Requiere datos de >12 meses; idealmente 3 años,,condicional,todos,Instalaciones,recomendado,deseable,R2 >= 0.75; ecuación kWh = a*variable + b,CEELA:C15
UPME-PGEE,https://docs.upme.gov.co/DemandayEficiencia/Documents/Guia_liviana_PGEE.pdf,UPME-3,Indicadores de Desempeño Energético (IDE),Métrica que normaliza el consumo respecto a una variable física para hacer seguimiento; comparable entre periodos y entre viviendas similares. Ejemplos UPME: kWh/(m2*día laborable); kWh/CDD; kWh/persona/mes (Guia 2018 Tabla 14 p.54),criterio,operación,,Principal,,,Para vivienda rural los IDE útiles son kWh/persona/mes; kWh/m2/año; % cobertura solar FV. Permite benchmarking entre viviendas de un mismo programa habitacional,,si,todos,Instalaciones,recomendado,deseable,kWh/m2/año; kWh/persona/mes,CEELA:C15; Res.0534:A-E-4
UPME-PGEE,https://docs.upme.gov.co/DemandayEficiencia/Documents/Guia_liviana_PGEE.pdf,UPME-4,Inventario de equipos consumidores de energía,Registro sistemático de todos los equipos que consumen energía con: fabricante; potencia (kW); tiempo de funcionamiento (h); factor de carga; ubicación. Permite estimar consumo desagregado mediante: Energía = Potencia * Tiempo * Factor de carga (Guia 2018 p.47),criterio_metodologico,pre-diseño,,Principal,,,Aplicable a vivienda rural en versión simplificada: planilla con bombillas; nevera; bomba; TV; estufa eléctrica/leña. Útil para dimensionar sistema FV en ZNI,,si,todos,Instalaciones,recomendado,minimo,kWh estimados por equipo y consumo total mensual,Res.0194:MA-02; CEELA:C10
UPME-PGEE,https://docs.upme.gov.co/DemandayEficiencia/Documents/Guia_liviana_PGEE.pdf,UPME-5,Análisis de costos del ciclo de vida (LCC) y costo-beneficio para priorizar medidas,Evaluación económica que compara costos de capital (adquisición; reemplazo; valor residual) y costos operativos (energía; mantenimiento) frente al ahorro generado durante toda la vida útil. Incluye cálculo de VPN; TIR y periodo de retorno simple (PRS). Toda medida con PRS > vida útil del equipo se desestima (Cartilla 2020 p.15-17; Guia 2018 p.52),criterio_metodologico,pre-diseño,,Principal,,Principal,El LCC justifica inversión en LED; calentador solar; aislamiento térmico vs. alternativas convencionales; y permite priorizar medidas con recursos limitados típicos de programas de VIS rural,,si,todos,Instalaciones,recomendado,deseable,PRS (años); VPN ($); TIR (%); LCC ($),Res.0534:E-CC-1; CEELA:C03
UPME-PGEE,https://docs.upme.gov.co/DemandayEficiencia/Documents/Guia_liviana_PGEE.pdf,UPME-6,Buenas prácticas operativas de uso de energía,Acciones de cambio de hábitos sin inversión o con inversión mínima: apagado de luces en estancias vacías; mantenimiento periódico de equipos; ajuste de temperatura de consigna (25C enfriamiento; 21C calefacción; cada +1C en calefacción aumenta 7% el consumo); apagado total vs. stand-by; aprovechamiento de luz natural (Cartilla 2020 p.13; Guia 2018 Anexo 1 p.68-69),criterio,operación,Complementario,Principal,,,Las buenas prácticas son la primera línea de eficiencia en vivienda rural por cero costo. Conectan con cultura energética familiar; capacitación de la usuaria/o final; uso responsable de FV en ZNI donde la batería es escasa,L-E10 enfoque cuidado (mujer rural gestiona uso domestico de energia),si,todos,Instalaciones,recomendado,minimo,% Reducción consumo vs. línea base sin inversión,Res.0194 Anexo1 sec.2; CEELA:C10
UPME-PGEE,https://docs.upme.gov.co/DemandayEficiencia/Documents/Guia_liviana_PGEE.pdf,UPME-7,Compras eficientes con criterios de etiquetado RETIQ,Incorporación de la clase energética del etiquetado RETIQ como criterio de adquisición de equipos (refrigeración doméstica; aire acondicionado; lavadoras; calentadores eléctricos y a gas; gasodomésticos de cocción; bombillas). RETIQ es de cumplimiento obligatorio desde 31-ago-2016 (Guia 2018 G3.2.7 p.20-21; P3.2 p.64-65),criterio,pre-diseño,,Principal,,Complementario,Para programas de dotación de electrodomésticos en VIS rural (nevera; estufa de inducción; calentador) la clase A del RETIQ debe ser criterio mínimo. Evita transferir equipos ineficientes a hogares de bajo ingreso,L-E10 (uso domestico de energia recae en mujer rural),si,todos,Instalaciones,obligatorio,minimo,Clase RETIQ (A; B; C); kWh/año etiqueta,Res.0194:MA-02; CEELA:C10; PROURE Res.41286/2016
UPME-PGEE,https://docs.upme.gov.co/DemandayEficiencia/Documents/Guia_liviana_PGEE.pdf,UPME-8,Sistema de Gestión de la Energía con ciclo PHVA,Aplicación del modelo NTC-ISO 50001 (Planificar-Hacer-Verificar-Actuar): política energética; revisión energética; línea base; IDE; objetivos y metas SMART; planes de acción; seguimiento; revisión por la dirección. Estructura el PGEE como mejora continua (Guia 2018 G3.3 p.22-23; P2-P4),criterio_metodologico,operación,,Principal,,,A escala de programa habitacional (no de vivienda individual) un SGE permite a la entidad ejecutora reportar ahorros agregados; reformular metas y replicar lecciones. Para vivienda individual aplica de forma simplificada (compromiso familiar + meta anual de ahorro),,condicional,todos,Instalaciones,recomendado,avanzado,Cumplimiento metas SMART anuales; reducción % consumo,CEELA:C15; Res.0534:A-E-4
UPME-PGEE,https://docs.upme.gov.co/DemandayEficiencia/Documents/Guia_liviana_PGEE.pdf,UPME-9,Capacitación y sensibilización en uso racional de la energía,"Plan de formación de los usuarios sobre política energética; metas; acciones; uso de equipos; consumo fantasma. Incluye campanas básicas (toda persona) y específicas (uso de iluminación; apagado de equipos; conducción eficiente). Cita: ""Es determinante para el correcto desarrollo del PGEE asegurar que todos los funcionarios sean conscientes de la importancia de la mejora del desempeño energético"" (Guia 2018 P1.2.2 p.34)",lineamiento,operación,,Principal,,,Capacitación de la familia rural en uso de FV; calentador solar; cocina eficiente; ventilación natural. Componente social esencial; sin el las medidas técnicas pierden eficacia. Cruza con enfoque de cuidado (Ley 2462),L-E10 enfoque cuidado; L-F03 reducir carga domestica,si,todos,Instalaciones,recomendado,deseable,% personas capacitadas; reducción consumo post-capacitación,PNVISR enfoque diferencial; CEELA:C10
UPME-PGEE,https://docs.upme.gov.co/DemandayEficiencia/Documents/Guia_liviana_PGEE.pdf,UPME-10,"Eliminación de consumo en stand-by (""consumo fantasma"")",Medida operativa para evitar consumo de equipos aparentemente apagados. Soluciones: desconexión total del equipo cuando no se usa; multitomas programables o multitomas eliminadoras de stand-by que cortan corriente al detectar modo espera. Salva pantallas en negro ahorra hasta 7.5 W vs. otros (Guia 2018 A1.4 p.69; A2.4 p.72),medida,operación,,Principal,,,En vivienda rural con FV/batería el consumo fantasma de TV; cargadores; decodificadores satelital es crítico (puede agotar batería en la noche). Multitoma con interruptor o desconexión nocturna es solución de bajo costo,,si,todos,Instalaciones,recomendado,minimo,W stand-by por equipo; W ahorrados,"Res.0194:MA-02; PROURE accion ""Reduccion consumo stand-by"" residencial"
Misereor-Bahareque,https://www.misereor.org/fileadmin/user_upload_misereororg/cooperation/es/construccion/guia-de-construccion-bahareque-parasismica.pdf,BHQ-01,Forma cúbica como principio sismorresistente,"La vivienda en forma de cubo es el principio básico para garantizar la resistencia al sismo. Planta y volumen compactos, simétricos, sin alas largas. Evitar formas en T, l o C; viviendas altas y delgadas; muros largos sin arriostres intermedios.",criterio_estructural,diseño,Complementario,,,Principal,Aplica a bahareque tradicional. Para bahareque encementado ver también NSR-10 Tit. E.,,si,todos,Estructura,recomendado,minimo,Planta regular; relación largo/ancho ≤ 3,
Misereor-Bahareque,https://www.misereor.org/fileadmin/user_upload_misereororg/cooperation/es/construccion/guia-de-construccion-bahareque-parasismica.pdf,BHQ-02,Espesor del muro de bahareque tradicional,Espesor total del muro de bahareque tradicional ≈ 20 cm: 0.5 cm enlucido + 2 cm trama bambú + 15 cm relleno tierra + 2 cm trama bambú + 0.5 cm enlucido (detalle p.14).,criterio_estructural,diseño,,,,Principal,Bahareque tradicional con varas embutidas en tierra. Para encementado ver BHQ-E.,,si,todos,Envolvente,recomendado,minimo,Espesor muró ≈ 20 cm,
Misereor-Bahareque,https://www.misereor.org/fileadmin/user_upload_misereororg/cooperation/es/construccion/guia-de-construccion-bahareque-parasismica.pdf,BHQ-03,Cimentación corrida — dimensiones mínimas,Ancho mínimo de cimentación 40 cm (recomendado: 1.5 x espesor del muro). Altura mínima 20 cm. Cimiento de concreto ciclópeo o piedra con argamasa.,criterio_estructural,construcción,,,,Principal,Cimentación más ancha que la NSR-10 (que pide 30 cm para encementado). Refleja la mayor masa del muro tradicional.,,si,todos,Cimentación,recomendado,minimo,Ancho ≥ 40 cm; alto ≥ 20 cm; ancho = 1.5 x espesor del muro,
